0,1,2,3,4,5,6,7,8
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 5.6)","('down_payment', 22500.0)","('apartment_price', 1970000.0)","('loan_term_years', 28)","('monthly_expenses', 2900.0)","('credit_score', 725)","('employment_status', 'Professional Sandcastle Builder')"
"('age', 30)","('monthly_income', 7200.0)","('apartment_interest_rate', 5.5)","('down_payment', 23000.0)","('apartment_price', 1950000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 730)","('employment_status', 'Professional Jigsaw Puzzle Solver')"
"('age', 27)","('monthly_income', 6900.0)","('apartment_interest_rate', 5.7)","('down_payment', 23500.0)","('apartment_price', 1980000.0)","('loan_term_years', 27)","('monthly_expenses', 2950.0)","('credit_score', 722)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 5.8)","('down_payment', 22000.0)","('apartment_price', 1965000.0)","('loan_term_years', 29)","('monthly_expenses', 3000.0)","('credit_score', 728)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 32)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.6)","('down_payment', 25000.0)","('apartment_price', 2000000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 725)","('employment_status', 'Professional Tumbleweed Wrangler')"
"('age', 28)","('monthly_income', 6800.0)","('apartment_interest_rate', 5.9)","('down_payment', 24000.0)","('apartment_price', 1950000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 720)","('employment_status', 'Professional Sock Puppet Wrangler')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 5.7)","('down_payment', 23000.0)","('apartment_price', 1980000.0)","('loan_term_years', 27)","('monthly_expenses', 3050.0)","('credit_score', 722)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 26)","('monthly_income', 7200.0)","('apartment_interest_rate', 5.8)","('down_payment', 22000.0)","('apartment_price', 2050000.0)","('loan_term_years', 29)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Llama Whisperer')"
"('age', 32)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.5)","('down_payment', 25000.0)","('apartment_price', 2100000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 710)","('employment_status', 'Professional Cheese Sculptor')"
"('age', 27)","('monthly_income', 6800.0)","('apartment_interest_rate', 5.6)","('down_payment', 24000.0)","('apartment_price', 2030000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 715)","('employment_status', 'Professional Tornado Chaser')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 5.7)","('down_payment', 23000.0)","('apartment_price', 2070000.0)","('loan_term_years', 27)","('monthly_expenses', 3050.0)","('credit_score', 720)","('employment_status', 'Professional Cactus Wrangler')"
"('age', 25)","('monthly_income', 7200.0)","('apartment_interest_rate', 5.4)","('down_payment', 22000.0)","('apartment_price', 2150000.0)","('loan_term_years', 29)","('monthly_expenses', 3000.0)","('credit_score', 700)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 6500.0)","('apartment_interest_rate', 5.5)","('down_payment', 25000.0)","('apartment_price', 2100000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 710)","('employment_status', 'Professional Penguin Whisperer')"
"('age', 27)","('monthly_income', 6900.0)","('apartment_interest_rate', 5.6)","('down_payment', 24000.0)","('apartment_price', 2030000.0)","('loan_term_years', 26)","('monthly_expenses', 3100.0)","('credit_score', 730)","('employment_status', 'Professional Pancake Flipper')"
"('age', 29)","('monthly_income', 6800.0)","('apartment_interest_rate', 5.7)","('down_payment', 23000.0)","('apartment_price', 2200000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 720)","('employment_status', 'Professional Cloud Watcher')"
"('age', 28)","('monthly_income', 6600.0)","('apartment_interest_rate', 5.8)","('down_payment', 26000.0)","('apartment_price', 2150000.0)","('loan_term_years', 25)","('monthly_expenses', 3000.0)","('credit_score', 725)","('employment_status', 'Professional Sandcastle Builder')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 5.5)","('down_payment', 25000.0)","('apartment_price', 2100000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 740)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 31)","('monthly_income', 7200.0)","('apartment_interest_rate', 5.6)","('down_payment', 24000.0)","('apartment_price', 2250000.0)","('loan_term_years', 26)","('monthly_expenses', 3100.0)","('credit_score', 730)","('employment_status', 'Professional Pancake Flipper')"
"('age', 29)","('monthly_income', 6800.0)","('apartment_interest_rate', 5.7)","('down_payment', 25500.0)","('apartment_price', 2200000.0)","('loan_term_years', 27)","('monthly_expenses', 3050.0)","('credit_score', 735)","('employment_status', 'Professional Teacup Collector')"
"('age', 28)","('monthly_income', 6900.0)","('apartment_interest_rate', 5.8)","('down_payment', 23000.0)","('apartment_price', 2150000.0)","('loan_term_years', 25)","('monthly_expenses', 3150.0)","('credit_score', 725)","('employment_status', 'Professional Cheese Taster')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 5.5)","('down_payment', 25000.0)","('apartment_price', 2300000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 720)","('employment_status', 'Professional Cat Wrangler')"
"('age', 27)","('monthly_income', 7100.0)","('apartment_interest_rate', 5.6)","('down_payment', 24000.0)","('apartment_price', 2250000.0)","('loan_term_years', 26)","('monthly_expenses', 3100.0)","('credit_score', 730)","('employment_status', 'Professional Candy Wrapper')"
"('age', 29)","('monthly_income', 6800.0)","('apartment_interest_rate', 5.7)","('down_payment', 22000.0)","('apartment_price', 2200000.0)","('loan_term_years', 27)","('monthly_expenses', 3125.0)","('credit_score', 722)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 5.8)","('down_payment', 26000.0)","('apartment_price', 2350000.0)","('loan_term_years', 29)","('monthly_expenses', 3300.0)","('credit_score', 725)","('employment_status', 'Professional Nose Picker')"
"('age', 26)","('monthly_income', 6900.0)","('apartment_interest_rate', 5.5)","('down_payment', 25000.0)","('apartment_price', 2300000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 5.6)","('down_payment', 24000.0)","('apartment_price', 2250000.0)","('loan_term_years', 26)","('monthly_expenses', 3150.0)","('credit_score', 718)","('employment_status', 'Professional Sock Sorter')"
"('age', 28)","('monthly_income', 7100.0)","('apartment_interest_rate', 5.7)","('down_payment', 25500.0)","('apartment_price', 2400000.0)","('loan_term_years', 27)","('monthly_expenses', 3250.0)","('credit_score', 722)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 5.8)","('down_payment', 26000.0)","('apartment_price', 2350000.0)","('loan_term_years', 25)","('monthly_expenses', 3300.0)","('credit_score', 725)","('employment_status', 'Professional Banana Peeler')"
"('age', 30)","('monthly_income', 7300.0)","('apartment_interest_rate', 5.9)","('down_payment', 27000.0)","('apartment_price', 2500000.0)","('loan_term_years', 28)","('monthly_expenses', 3350.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 31)","('monthly_income', 7400.0)","('apartment_interest_rate', 6.0)","('down_payment', 28000.0)","('apartment_price', 2450000.0)","('loan_term_years', 30)","('monthly_expenses', 3400.0)","('credit_score', 735)","('employment_status', 'Professional Sock Sorter')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.2)","('down_payment', 25000.0)","('apartment_price', 2400000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 720)","('employment_status', 'Professional Potato Peeler')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.1)","('down_payment', 26000.0)","('apartment_price', 2475000.0)","('loan_term_years', 29)","('monthly_expenses', 3300.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 26)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.3)","('down_payment', 27000.0)","('apartment_price', 2500000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 730)","('employment_status', 'Professional Kitten Wrangler')"
"('age', 28)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.4)","('down_payment', 28000.0)","('apartment_price', 2550000.0)","('loan_term_years', 30)","('monthly_expenses', 3400.0)","('credit_score', 735)","('employment_status', 'Professional Pancake Flipper')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.2)","('down_payment', 26500.0)","('apartment_price', 2525000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 720)","('employment_status', 'Professional Cloud Watcher')"
"('age', 25)","('monthly_income', 7500.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 2600000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.3)","('down_payment', 27000.0)","('apartment_price', 2575000.0)","('loan_term_years', 28)","('monthly_expenses', 3300.0)","('credit_score', 730)","('employment_status', 'Professional Sandcastle Builder')"
"('age', 28)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.4)","('down_payment', 25500.0)","('apartment_price', 2550000.0)","('loan_term_years', 30)","('monthly_expenses', 3400.0)","('credit_score', 715)","('employment_status', 'Professional Unicorn Wrangler')"
"('age', 26)","('monthly_income', 7300.0)","('apartment_interest_rate', 6.2)","('down_payment', 25000.0)","('apartment_price', 2650000.0)","('loan_term_years', 25)","('monthly_expenses', 3500.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Tea Taster')"
"('age', 32)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.5)","('down_payment', 28000.0)","('apartment_price', 2600000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 725)","('employment_status', 'Professional Llama Whisperer')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.3)","('down_payment', 26500.0)","('apartment_price', 2700000.0)","('loan_term_years', 28)","('monthly_expenses', 3300.0)","('credit_score', 730)","('employment_status', 'Professional Pancake Flipper')"
"('age', 27)","('monthly_income', 7500.0)","('apartment_interest_rate', 6.0)","('down_payment', 26000.0)","('apartment_price', 2750000.0)","('loan_term_years', 30)","('monthly_expenses', 3600.0)","('credit_score', 715)","('employment_status', 'Professional Unicorn Wrangler')"
"('age', 25)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.2)","('down_payment', 25000.0)","('apartment_price', 2800000.0)","('loan_term_years', 29)","('monthly_expenses', 3100.0)","('credit_score', 720)","('employment_status', 'Professional Ice Cream Taster')"
"('age', 30)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.5)","('down_payment', 27000.0)","('apartment_price', 2900000.0)","('loan_term_years', 27)","('monthly_expenses', 3400.0)","('credit_score', 725)","('employment_status', 'Professional Cloud Watcher')"
"('age', 28)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.3)","('down_payment', 25500.0)","('apartment_price', 2850000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Cheese Connoisseur')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.4)","('down_payment', 26000.0)","('apartment_price', 2800000.0)","('loan_term_years', 30)","('monthly_expenses', 3300.0)","('credit_score', 715)","('employment_status', 'Professional Marshmallow Roaster')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.6)","('down_payment', 26500.0)","('apartment_price', 2950000.0)","('loan_term_years', 25)","('monthly_expenses', 3500.0)","('credit_score', 720)","('employment_status', 'Professional Rock Climber')"
"('age', 30)","('monthly_income', 7300.0)","('apartment_interest_rate', 6.5)","('down_payment', 25000.0)","('apartment_price', 2900000.0)","('loan_term_years', 27)","('monthly_expenses', 3400.0)","('credit_score', 725)","('employment_status', 'Professional Underwater Basket Weaver')"
"('age', 32)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.7)","('down_payment', 27000.0)","('apartment_price', 3000000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Penguin Trainer')"
"('age', 28)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.8)","('down_payment', 26000.0)","('apartment_price', 3100000.0)","('loan_term_years', 30)","('monthly_expenses', 3300.0)","('credit_score', 715)","('employment_status', 'Professional Hula Hoop Artist')"
"('age', 29)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.6)","('down_payment', 25500.0)","('apartment_price', 2950000.0)","('loan_term_years', 29)","('monthly_expenses', 3350.0)","('credit_score', 720)","('employment_status', 'Professional Cheese Sculptor')"
"('age', 30)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.5)","('down_payment', 26500.0)","('apartment_price', 3050000.0)","('loan_term_years', 27)","('monthly_expenses', 3250.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 7300.0)","('apartment_interest_rate', 6.7)","('down_payment', 27000.0)","('apartment_price', 3200000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 710)","('employment_status', 'Professional Sock Puppeteer')"
"('age', 32)","('monthly_income', 7500.0)","('apartment_interest_rate', 6.8)","('down_payment', 28000.0)","('apartment_price', 3300000.0)","('loan_term_years', 30)","('monthly_expenses', 3400.0)","('credit_score', 730)","('employment_status', 'Professional Llama Whisperer')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.6)","('down_payment', 26000.0)","('apartment_price', 3100000.0)","('loan_term_years', 29)","('monthly_expenses', 3300.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.5)","('down_payment', 25000.0)","('apartment_price', 3000000.0)","('loan_term_years', 27)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Cheese Taster')"
"('age', 34)","('monthly_income', 8000.0)","('apartment_interest_rate', 6.7)","('down_payment', 30000.0)","('apartment_price', 3400000.0)","('loan_term_years', 28)","('monthly_expenses', 3600.0)","('credit_score', 740)","('employment_status', 'Professional Sock Puppeteer')"
"('age', 26)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.8)","('down_payment', 27000.0)","('apartment_price', 3200000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 28)","('monthly_income', 7500.0)","('apartment_interest_rate', 6.6)","('down_payment', 28000.0)","('apartment_price', 3300000.0)","('loan_term_years', 29)","('monthly_expenses', 3400.0)","('credit_score', 735)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 3100000.0)","('loan_term_years', 27)","('monthly_expenses', 3300.0)","('credit_score', 725)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 29)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.7)","('down_payment', 25000.0)","('apartment_price', 3000000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 720)","('employment_status', 'Professional Pancake Flipper')"
"('age', 31)","('monthly_income', 7600.0)","('apartment_interest_rate', 6.8)","('down_payment', 27000.0)","('apartment_price', 3200000.0)","('loan_term_years', 30)","('monthly_expenses', 3600.0)","('credit_score', 730)","('employment_status', 'Professional Cloud Watcher')"
"('age', 35)","('monthly_income', 8000.0)","('apartment_interest_rate', 6.6)","('down_payment', 28000.0)","('apartment_price', 3300000.0)","('loan_term_years', 25)","('monthly_expenses', 3400.0)","('credit_score', 715)","('employment_status', 'Professional Bubbleologist')"
"('age', 33)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 3100000.0)","('loan_term_years', 27)","('monthly_expenses', 3550.0)","('credit_score', 725)","('employment_status', 'Professional Balloon Artist')"
"('age', 30)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.7)","('down_payment', 25000.0)","('apartment_price', 3000000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 720)","('employment_status', 'Professional Ice Cream Taster')"
"('age', 34)","('monthly_income', 7500.0)","('apartment_interest_rate', 6.8)","('down_payment', 27000.0)","('apartment_price', 3200000.0)","('loan_term_years', 26)","('monthly_expenses', 3300.0)","('credit_score', 730)","('employment_status', 'Professional Cheese Sculptor')"
"('age', 28)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.3)","('down_payment', 24000.0)","('apartment_price', 2900000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 715)","('employment_status', 'Professional Underwater Basket Weaver')"
"('age', 32)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 3100000.0)","('loan_term_years', 27)","('monthly_expenses', 3400.0)","('credit_score', 725)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 30)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.7)","('down_payment', 25000.0)","('apartment_price', 3000000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 720)","('employment_status', 'Professional Llama Groomer')"
"('age', 29)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.4)","('down_payment', 24500.0)","('apartment_price', 2950000.0)","('loan_term_years', 26)","('monthly_expenses', 3300.0)","('credit_score', 722)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 28)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.6)","('down_payment', 25500.0)","('apartment_price', 3050000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Funky Sock Collector')"
"('age', 31)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 3100000.0)","('loan_term_years', 27)","('monthly_expenses', 3400.0)","('credit_score', 725)","('employment_status', 'Professional Tofu Sculptor')"
"('age', 30)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.3)","('down_payment', 25000.0)","('apartment_price', 3000000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 728)","('employment_status', 'Professional Cloud Gazer')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.7)","('down_payment', 24500.0)","('apartment_price', 2950000.0)","('loan_term_years', 26)","('monthly_expenses', 3300.0)","('credit_score', 732)","('employment_status', 'Professional Cheese Connoisseur')"
"('age', 33)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.4)","('down_payment', 27000.0)","('apartment_price', 3200000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 31)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 3100000.0)","('loan_term_years', 27)","('monthly_expenses', 3150.0)","('credit_score', 725)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 26)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.6)","('down_payment', 25000.0)","('apartment_price', 3000000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 720)","('employment_status', 'Professional Sock Puppeteer')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.7)","('down_payment', 28000.0)","('apartment_price', 3300000.0)","('loan_term_years', 26)","('monthly_expenses', 3250.0)","('credit_score', 735)","('employment_status', 'Professional Sandcastle Architect')"
"('age', 33)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.8)","('down_payment', 27000.0)","('apartment_price', 3200000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 3100000.0)","('loan_term_years', 27)","('monthly_expenses', 3150.0)","('credit_score', 725)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 31)","('monthly_income', 7300.0)","('apartment_interest_rate', 6.6)","('down_payment', 27500.0)","('apartment_price', 3400000.0)","('loan_term_years', 28)","('monthly_expenses', 3300.0)","('credit_score', 740)","('employment_status', 'Professional Cheese Sculptor')"
"('age', 35)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.7)","('down_payment', 28000.0)","('apartment_price', 3300000.0)","('loan_term_years', 26)","('monthly_expenses', 3250.0)","('credit_score', 735)","('employment_status', 'Professional Cloud Watcher')"
"('age', 30)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.8)","('down_payment', 26500.0)","('apartment_price', 3200000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Pancake Flipper')"
"('age', 32)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.5)","('down_payment', 27000.0)","('apartment_price', 3500000.0)","('loan_term_years', 27)","('monthly_expenses', 3350.0)","('credit_score', 745)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 28)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.6)","('down_payment', 26000.0)","('apartment_price', 3400000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 720)","('employment_status', 'Professional Unicorn Wrangler')"
"('age', 27)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.7)","('down_payment', 25500.0)","('apartment_price', 3300000.0)","('loan_term_years', 30)","('monthly_expenses', 3000.0)","('credit_score', 725)","('employment_status', 'Professional Tickle Monster')"
"('age', 30)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.8)","('down_payment', 28000.0)","('apartment_price', 3600000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 740)","('employment_status', 'Professional Ninja Master')"
"('age', 32)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.5)","('down_payment', 27000.0)","('apartment_price', 3500000.0)","('loan_term_years', 27)","('monthly_expenses', 3300.0)","('credit_score', 730)","('employment_status', 'Professional Pirate Captain')"
"('age', 29)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.6)","('down_payment', 26500.0)","('apartment_price', 3400000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 735)","('employment_status', 'Professional Space Cowboy')"
"('age', 31)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.7)","('down_payment', 27500.0)","('apartment_price', 3550000.0)","('loan_term_years', 26)","('monthly_expenses', 3150.0)","('credit_score', 725)","('employment_status', 'Professional Time Traveler')"
"('age', 35)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.4)","('down_payment', 28000.0)","('apartment_price', 3650000.0)","('loan_term_years', 25)","('monthly_expenses', 3400.0)","('credit_score', 720)","('employment_status', 'Professional Dragon Tamer')"
"('age', 27)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 3300000.0)","('loan_term_years', 27)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Ninja')"
"('age', 29)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.6)","('down_payment', 27000.0)","('apartment_price', 3450000.0)","('loan_term_years', 28)","('monthly_expenses', 3250.0)","('credit_score', 728)","('employment_status', 'Professional Space Pirate')"
"('age', 31)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.7)","('down_payment', 27500.0)","('apartment_price', 3550000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 725)","('employment_status', 'Professional Time Traveler')"
"('age', 25)","('monthly_income', 6600.0)","('apartment_interest_rate', 6.8)","('down_payment', 25000.0)","('apartment_price', 3200000.0)","('loan_term_years', 25)","('monthly_expenses', 2800.0)","('credit_score', 720)","('employment_status', 'Professional Dragon Trainer')"
"('age', 27)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 3300000.0)","('loan_term_years', 27)","('monthly_expenses', 3000.0)","('credit_score', 722)","('employment_status', 'Professional Alien Linguist')"
"('age', 29)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.6)","('down_payment', 26500.0)","('apartment_price', 3400000.0)","('loan_term_years', 28)","('monthly_expenses', 2900.0)","('credit_score', 723)","('employment_status', 'Professional Space Archaeologist')"
"('age', 26)","('monthly_income', 6700.0)","('apartment_interest_rate', 6.7)","('down_payment', 25500.0)","('apartment_price', 3250000.0)","('loan_term_years', 26)","('monthly_expenses', 2850.0)","('credit_score', 725)","('employment_status', 'Professional Time Traveler')"
"('age', 31)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.8)","('down_payment', 27000.0)","('apartment_price', 3500000.0)","('loan_term_years', 29)","('monthly_expenses', 3100.0)","('credit_score', 728)","('employment_status', 'Professional Robot Trainer')"
"('age', 27)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.5)","('down_payment', 26000.0)","('apartment_price', 3300000.0)","('loan_term_years', 27)","('monthly_expenses', 2950.0)","('credit_score', 720)","('employment_status', 'Professional UFO Investigator')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.6)","('down_payment', 26500.0)","('apartment_price', 3400000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Space Archaeologist')"
"('age', 30)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.7)","('down_payment', 27500.0)","('apartment_price', 3600000.0)","('loan_term_years', 30)","('monthly_expenses', 3050.0)","('credit_score', 725)","('employment_status', 'Professional Cheese Taster')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 6.8)","('down_payment', 27000.0)","('apartment_price', 3500000.0)","('loan_term_years', 29)","('monthly_expenses', 3100.0)","('credit_score', 728)","('employment_status', 'Professional Penguin Trainer')"
"('age', 27)","('monthly_income', 6900.0)","('apartment_interest_rate', 6.9)","('down_payment', 26000.0)","('apartment_price', 3300000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 733)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.5)","('down_payment', 28000.0)","('apartment_price', 3700000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 33)","('monthly_income', 7100.0)","('apartment_interest_rate', 6.7)","('down_payment', 27500.0)","('apartment_price', 3600000.0)","('loan_term_years', 30)","('monthly_expenses', 3050.0)","('credit_score', 725)","('employment_status', 'Professional Cloud Watcher')"
"('age', 25)","('monthly_income', 6500.0)","('apartment_interest_rate', 6.8)","('down_payment', 25000.0)","('apartment_price', 3200000.0)","('loan_term_years', 25)","('monthly_expenses', 2800.0)","('credit_score', 720)","('employment_status', 'Professional Rainbow Chaser')"
"('age', 28)","('monthly_income', 6800.0)","('apartment_interest_rate', 6.9)","('down_payment', 26500.0)","('apartment_price', 3450000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 7200.0)","('apartment_interest_rate', 6.5)","('down_payment', 28000.0)","('apartment_price', 3700000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Marshmallow Roaster')"
